wx,wy,wz,dx,dy,dz,tot,sel,cols,collision,cdens,radius,vx,vy,vz,px,py,pz
1,1,1,4932609,1,1,4932608,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4948993,1,1,4948992,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4965377,1,1,4965376,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4981761,1,1,4981760,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,4998145,1,1,4998144,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5014529,1,1,5014528,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5030913,1,1,5030912,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5047297,1,1,5047296,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5063681,1,1,5063680,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5080065,1,1,5080064,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5096449,1,1,5096448,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5112833,1,1,5112832,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5129217,1,1,5129216,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5145601,1,1,5145600,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5161985,1,1,5161984,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5178369,1,1,5178368,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5194753,1,1,5194752,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5211137,1,1,5211136,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5227521,1,1,5227520,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5243905,1,1,5243904,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5260289,1,1,5260288,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5276673,1,1,5276672,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5293057,1,1,5293056,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5309441,1,1,5309440,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5325825,1,1,5325824,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5342209,1,1,5342208,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5358593,1,1,5358592,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5374977,1,1,5374976,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5391361,1,1,5391360,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5407745,1,1,5407744,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5424129,1,1,5424128,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5440513,1,1,5440512,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5456897,1,1,5456896,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5473281,1,1,5473280,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5489665,1,1,5489664,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5506049,1,1,5506048,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5522433,1,1,5522432,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5538817,1,1,5538816,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5555201,1,1,5555200,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5571585,1,1,5571584,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5587969,1,1,5587968,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5604353,1,1,5604352,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5620737,1,1,5620736,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5637121,1,1,5637120,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5653505,1,1,5653504,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5669889,1,1,5669888,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5686273,1,1,5686272,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5702657,1,1,5702656,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5719041,1,1,5719040,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5735425,1,1,5735424,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5751809,1,1,5751808,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5768193,1,1,5768192,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5784577,1,1,5784576,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5800961,1,1,5800960,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5817345,1,1,5817344,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5833729,1,1,5833728,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5850113,1,1,5850112,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5866497,1,1,5866496,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5882881,1,1,5882880,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5899265,1,1,5899264,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5915649,1,1,5915648,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5932033,1,1,5932032,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5948417,1,1,5948416,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5964801,1,1,5964800,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5981185,1,1,5981184,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,5997569,1,1,5997568,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,6013953,1,1,6013952,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,6030337,1,1,6030336,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,6046721,1,1,6046720,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,6063105,1,1,6063104,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,6079489,1,1,6079488,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,6095873,1,1,6095872,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,6112257,1,1,6112256,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,6128641,1,1,6128640,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,6145025,1,1,6145024,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,6161409,1,1,6161408,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,6177793,1,1,6177792,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,6194177,1,1,6194176,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,6210561,1,1,6210560,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,6226945,1,1,6226944,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,6243329,1,1,6243328,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,6259713,1,1,6259712,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,6276097,1,1,6276096,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,7324673,1,1,7324672,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,7427073,1,1,7427072,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,7529473,1,1,7529472,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,7631873,1,1,7631872,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,7734273,1,1,7734272,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,7836673,1,1,7836672,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,7939073,1,1,7939072,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,8373249,1,1,8373248,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,8475649,1,1,8475648,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,8578049,1,1,8578048,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,8680449,1,1,8680448,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,8782849,1,1,8782848,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,8885249,1,1,8885248,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,8987649,1,1,8987648,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,9421825,1,1,9421824,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,9090049,1,1,9090048,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,9524225,1,1,9524224,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,9192449,1,1,9192448,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,9626625,1,1,9626624,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,9294849,1,1,9294848,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,9729025,1,1,9729024,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,10470401,1,1,10470400,s,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,11518977,1,1,11518976,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,12567553,1,1,12567552,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,13616129,1,1,13616128,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,14664705,1,1,14664704,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,15713281,1,1,15713280,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,16761857,1,1,16761856,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,17810433,1,1,17810432,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,18859009,1,1,18859008,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,19907585,1,1,19907584,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,20956161,1,1,20956160,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,22004737,1,1,22004736,,15,0,0.5,0.2,0,0,0,0,0,0
1,1,1,22004737,1,1,22004736,,15,0,0.5,0.2,0,0,0,0,0,0
